2020,Leap India,Agritech,Agricultural warehousing and logistics company,Coimbatore,Neev Fund,Series B,30000000
2020,Picxy,Media,Stock photo industry,Hyderabad,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",,250000
2020,Krimanshi,Agritech,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Jodhpur,Arunachal Pradesh Social Entrepreneurship Meet,,20000
2020,NEETprep,Edtech,Provides crash course for NEET preparation,Delhi,IndiaQuotient,,NaN
2020,Kuku FM,Media,A podcast platform,Mumbai,Vertex Ventures,Series A,5500000
2020,SuperMoney,Fintech,Provides financial tools for effective business making,Mumbai,Unitus Ventures.,Pre series A,1000000
2020,AlphaVector,E tailor,It sells modern age bicycles named FROG,Bangalore,"Avaana Capital, Titan Capital",,NaN
2020,Fox Capital,Fintech,Digital lending startup,Jaipur,Institutional Investors,,2500000
2020,Tribe Theory,Accomodation,An entrepreneur-focused hostel chain present in multiple locations across the world.,Bangalore,Tim Draper,,3500000
2020,Fleetx,SaaS,Fleet management and predictive analytics platform,,Beenext,Series A,1402400
2020,Embibe,Edtech,It provides AI-based data analytics to personalise learning outcomes,Mumbai,Reliance Industries Limited (RIL),,12618300
2020,Entri,Edtech,It is a app that provides different types of learning content in local languages,Kochi,Good Capital,Seed Round,1400000
2020,Oye! Rickshaw,E-mobility,App-based electric rickshaw hailing service,,Chiratae Ventures,Series A,10000000
2020,Seal Professional,Edtech,Trains students in managemnt and leadership skills and also helps in placement,Bangalore,Equanimity Ventures,Pre series A,NaN
2020,Sprinng Foods,Food,Provides Gluten-free food,Mumbai,"Mistletoe, Info Edge Asia",,NaN
2020,1MG,Healthtech,Online pharmacy,Gurugram,Bill & Melinda Gates Foundation,,9900000
2020,Aagey,Fintech,Provides financial assistance to MSMEs,Bangalore,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",,NaN
